game_n,winner,turn_outcome
23,3,"(1, 1, 1, 1, 1, 1, 2, 2, 2, 0, 0, 1, 0, 2, 2, 1, 0, 0, 1, 2, 0, 2, 2, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 2, 2, 1, 0, 0, 1, 2, 1)"
24,3,"(1, 0, 1, 2, 0, 1, 1, 2, 1, 2, 1, 1, 0, 1, 1, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 2, 2, 1, 1)"
25,0,"(1, 1, 1, 2, 1, 1, 2, 2, 1, 0, 1, 1, 2, 1, 2, 0, 0, 1, 0, 2, 1, 2, 1, 2, 1, 0, 2, 0, 1, 2, 0, 0, 2, 0, 2, 0, 2, 1, 1)"
26,1,"(1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 2, 0, 0, 0, 1, 1, 0, 1, 2, 2, 0, 2, 2, 0, 2, 1, 1, 2, 1)"
27,0,"(1, 1, 0, 1, 1, 1, 2, 2, 1, 1, 1, 0, 2, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 2, 1, 0, 0, 0, 2, 0, 1)"
28,1,"(0, 1, 1, 0, 2, 1, 1, 1, 0, 1, 1, 1, 2, 2, 0, 0, 2, 1, 1, 0, 0, 0, 0, 1, 1, 2, 2, 0, 1, 1, 2, 2, 2, 2, 0, 1, 1)"
29,2,"(0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 2, 2, 1, 1, 0, 1)"
30,2,"(1, 1, 2, 0, 1, 0, 1, 1, 1, 1, 2, 0, 0, 0, 0, 1, 0, 2, 1, 0, 2, 0, 1, 0, 1, 1, 1, 1, 0, 0, 2, 2, 2, 0, 0, 2, 1, 1)"
31,1,"(1, 0, 0, 2, 0, 1, 1, 0, 1, 2, 1, 1, 1, 2, 0, 2, 0, 2, 2, 2, 2, 1, 0, 2, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 1, 1, 0, 0, 0, 1, 2, 1)"
32,1,"(1, 1, 1, 1, 2, 1, 2, 2, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 2, 1, 2, 2, 2, 2, 0, 2, 1, 0, 0, 2, 0, 2, 1, 2, 2, 0, 2, 1)"
33,0,"(1, 1, 0, 1, 1, 1, 0, 2, 0, 2, 2, 1, 1, 1, 0, 2, 1, 2, 0, 0, 2, 1, 1, 2, 0, 0, 2, 1, 2, 2, 0, 0, 1, 1, 0, 1, 0, 2, 1)"
34,1,"(1, 2, 1, 0, 2, 2, 0, 1, 0, 1, 2, 2, 1, 1, 0, 1, 1, 1, 1, 2, 0, 2, 2, 1, 0, 0, 0, 1, 2, 1, 1, 0, 1, 0, 2, 2, 0, 0, 2, 0, 0, 2, 0, 1)"
35,3,"(0, 1, 2, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 2, 2, 2, 0, 1, 0, 1, 2, 0, 2, 0, 1, 2, 2, 1, 2, 2, 0, 0, 2, 2, 0, 1, 2, 0, 1, 0, 1)"
36,2,"(0, 1, 1, 1, 1, 1, 2, 1, 2, 0, 2, 0, 2, 1, 1, 2, 1, 2, 2, 1, 2, 0, 0, 1, 0, 1, 2, 2, 1, 2, 1, 2, 0, 2, 1, 1)"
37,3,"(1, 1, 0, 0, 1, 2, 1, 2, 2, 0, 0, 2, 0, 2, 1, 2, 0, 1, 0, 1, 1, 0, 1, 2, 0, 0, 0, 1, 1, 0, 2, 1, 2, 1, 2, 1, 1, 0, 2, 2, 2, 2, 2, 1)"
38,,"(0, 0, 0, 0, 1, 1, 0, 2, 1, 1, 2, 1, 1, 0, 0, 1, 0, 1, 2, 2, 0, 1, 2, 0, 2, 2, 2, 0, 1, 2, 2, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1)"
39,2,"(1, 1, 1, 1, 1, 1, 2, 2, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 1, 1, 0, 0, 0, 2, 0, 1, 2, 1, 1, 2, 2, 1, 0, 2, 2, 0, 1, 0, 1)"
40,1,"(1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 2, 1, 2, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1)"
41,3,"(1, 1, 1, 1, 1, 1, 1, 1, 0, 2, 2, 0, 2, 2, 2, 1, 1, 0, 2, 2, 2, 2, 0, 1, 0, 1, 1, 2, 2, 0, 0, 1, 0, 2, 1, 0, 2, 1)"
42,2,"(1, 1, 0, 0, 1, 1, 0, 2, 0, 2, 1, 2, 1, 0, 1, 2, 1, 1, 1, 2, 1, 2, 1, 0, 1, 2, 2, 0, 0, 1, 1, 1)"
43,2,"(1, 1, 0, 2, 2, 1, 2, 2, 2, 2, 2, 0, 0, 1, 1, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 0, 2, 2, 0, 0, 2, 1, 2, 0, 1, 0, 0, 2, 0, 1)"
44,2,"(1, 0, 0, 0, 1, 1, 0, 0, 0, 2, 0, 1, 1, 1, 0, 1, 2, 2, 1, 0, 2, 2, 2, 0, 0, 2, 1, 1, 0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 1)"
45,2,"(1, 1, 2, 1, 1, 0, 0, 1, 1, 1, 2, 1, 2, 0, 1, 1, 1, 1, 0, 2, 1, 2, 0, 0, 1, 2, 2, 0, 1, 2, 2, 2, 2, 0, 1)"
46,2,"(1, 0, 1, 2, 1, 0, 2, 1, 2, 1, 0, 1, 2, 2, 1, 0, 2, 2, 1, 2, 0, 1, 1, 0, 2, 0, 2, 1, 1, 0, 0, 0, 1, 1, 2, 1, 0, 0, 1)"
47,0,"(1, 1, 1, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 2, 0, 2, 1, 2, 1, 1, 1)"
48,0,"(1, 2, 1, 0, 2, 1, 0, 2, 0, 1, 2, 1, 0, 1, 1, 2, 2, 2, 2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 0, 2, 1, 0, 0, 0, 0, 1)"
49,0,"(1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 2, 1, 0, 1, 2, 2, 2, 0, 2, 1, 0, 1, 0, 1, 0, 0, 2, 2, 2, 1, 2, 1, 1, 0, 1)"
50,1,"(1, 1, 1, 1, 2, 0, 1, 2, 1, 1, 1, 2, 0, 2, 1, 2, 0, 2, 1, 0, 1, 2, 1, 1, 1, 2, 0, 0, 0, 2, 0, 1, 0, 0, 2, 1)"
51,1,"(1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 2, 2, 0, 2, 2, 2, 2, 0, 1, 1, 2, 2, 2, 0, 2, 1, 0, 1, 1, 0, 0, 1, 1, 1, 2, 1)"
52,,"(0, 1, 1, 0, 1, 2, 0, 2, 2, 0, 0, 1, 1, 2, 2, 2, 1, 1, 2, 2, 0, 1, 0, 2, 1, 2, 1, 1, 1, 1, 1, 2, 2, 0, 1, 0, 1)"
53,3,"(1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 2, 1, 0, 2, 1, 2, 1, 0, 1, 1, 0, 0, 0, 1, 1, 2, 2, 2, 2, 2, 2, 0, 1, 0, 2, 1)"
54,,"(0, 1, 0, 1, 0, 2, 2, 2, 2, 1, 2, 0, 0, 1, 1, 1, 1, 1, 2, 0, 2, 1, 1, 2, 1, 0, 2, 0, 2, 1, 1, 0, 1, 0, 2, 1, 2, 0, 0, 0, 1)"
55,2,"(1, 0, 1, 0, 2, 1, 2, 1, 2, 1, 1, 0, 2, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 2, 1, 1, 1, 0, 2, 2, 1)"
56,3,"(0, 1, 1, 1, 2, 0, 2, 1, 2, 0, 2, 2, 2, 2, 0, 1, 1, 1, 2, 1, 1, 0, 1, 2, 2, 0, 1, 1, 0, 2, 0, 1, 0, 1, 0, 1, 0, 0, 2, 0, 2, 2, 1)"
57,2,"(1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 0, 2, 1, 0, 0, 1, 2, 0, 1, 0, 0, 2, 1, 2, 0, 1, 0, 1, 2, 0, 2, 0, 0, 2, 1, 2, 2, 0, 1, 0, 1, 1)"
58,1,"(0, 0, 1, 0, 2, 1, 1, 1, 0, 0, 2, 1, 1, 1, 2, 0, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 0, 2, 2, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1)"
59,3,"(0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 2, 2, 1, 2, 0, 0, 2, 0, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 0, 0, 1, 2, 2, 0, 1, 2, 1, 0, 1)"
60,0,"(0, 0, 1, 0, 2, 1, 1, 2, 2, 2, 0, 1, 0, 0, 1, 1, 2, 1, 2, 0, 1, 2, 0, 1, 1, 1, 1, 0, 1, 0, 0, 2, 1, 0, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 1)"
61,,"(1, 2, 0, 2, 0, 1, 0, 0, 1, 2, 0, 0, 1, 1, 1, 1, 1, 0, 2, 0, 0, 2, 1, 1, 1, 0, 0, 1, 1, 2, 0, 0, 1, 0, 1, 1)"
62,2,"(0, 1, 1, 2, 2, 1, 0, 0, 0, 1, 0, 1, 1, 1, 2, 2, 2, 0, 2, 2, 2, 1, 1, 0, 2, 0, 1, 0, 0, 2, 1, 1, 0, 0, 1, 1, 0, 2, 1, 0, 0, 0, 1)"
63,0,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 2, 0, 2, 1, 0, 1, 0, 1, 1, 2, 0, 0, 1, 0, 0, 1, 2, 1)"
64,3,"(1, 1, 1, 2, 0, 2, 0, 1, 0, 0, 1, 1, 1, 2, 1, 2, 0, 0, 1, 2, 1, 2, 1, 0, 2, 2, 0, 0, 0, 0, 2, 1, 2, 2, 1, 2, 1, 1, 1)"
65,2,"(1, 1, 2, 2, 0, 1, 1, 0, 0, 1, 1, 2, 0, 1, 1, 2, 0, 2, 2, 1, 1, 0, 1, 2, 0, 2, 2, 0, 0, 0, 0, 1, 1, 2, 2, 1, 1, 2, 0, 0, 1)"
66,3,"(1, 1, 2, 1, 2, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 2, 0, 0, 1, 1, 1, 1, 0, 2, 2, 0, 2, 2, 0, 0, 2, 2, 0, 0, 1, 0, 0, 0, 0, 1)"
67,1,"(1, 2, 0, 0, 1, 1, 1, 2, 1, 1, 0, 0, 0, 1, 1, 1, 0, 2, 0, 1, 2, 0, 1, 2, 1, 1, 1, 2, 2, 1, 0, 0, 2, 1)"
68,1,"(1, 1, 1, 1, 1, 0, 2, 1, 0, 2, 0, 1, 1, 2, 2, 0, 0, 1, 1, 0, 2, 1, 0, 2, 0, 0, 0, 0, 1, 2, 0, 1, 0, 1, 2, 2, 2, 2, 2, 0, 1, 1)"
69,1,"(1, 0, 1, 1, 2, 1, 2, 1, 1, 1, 2, 0, 1, 2, 2, 2, 1, 2, 2, 0, 2, 1, 0, 0, 1, 1, 1, 1, 1, 2, 0, 0, 0, 0, 2, 1)"
70,1,"(1, 1, 1, 0, 1, 0, 1, 1, 0, 2, 0, 1, 2, 2, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 2, 0, 2, 0, 2, 1, 1)"
71,2,"(1, 0, 2, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 0, 1, 1, 2, 2, 0, 1, 2, 1, 1, 2, 1, 2, 2, 0, 0, 0, 1, 2, 0, 2, 2, 0, 1, 0, 1, 1, 1)"
72,0,"(1, 1, 0, 0, 1, 2, 0, 1, 2, 0, 1, 1, 1, 2, 0, 1, 1, 0, 2, 0, 0, 2, 0, 1, 1, 1, 0, 2, 1, 0, 1, 1, 1)"
73,2,"(1, 0, 1, 1, 1, 0, 1, 1, 0, 2, 2, 1, 2, 2, 1, 1, 0, 1, 1, 2, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1)"
74,1,"(1, 2, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 2, 0, 2, 0, 2, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 1)"
75,1,"(1, 2, 2, 0, 1, 1, 1, 2, 0, 1, 1, 1, 1, 2, 0, 1, 1, 1, 2, 0, 0, 1, 1, 2, 0, 0, 0, 0, 1, 1, 1)"
76,3,"(1, 2, 2, 1, 1, 2, 1, 1, 0, 1, 1, 1, 2, 2, 0, 2, 2, 0, 2, 2, 1, 1, 0, 2, 1, 1, 1, 0, 0, 1, 2, 2, 2, 1, 0, 1)"
77,2,"(1, 0, 0, 2, 0, 2, 1, 1, 1, 0, 1, 0, 2, 2, 1, 1, 1, 0, 1, 0, 2, 1, 2, 1, 0, 1, 1, 1, 0, 2, 2, 1, 0, 0, 1)"
78,0,"(0, 1, 2, 0, 2, 1, 0, 1, 1, 1, 2, 1, 2, 2, 2, 0, 1, 1, 1, 2, 2, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 1, 1, 0, 1, 1, 2, 2, 1)"
79,0,"(0, 1, 1, 0, 1, 2, 0, 1, 1, 1, 1, 1, 0, 1, 2, 2, 2, 0, 0, 0, 2, 1, 2, 2, 1, 2, 1, 0, 1, 1, 0, 2, 1, 2, 2, 1)"
80,2,"(0, 1, 1, 1, 2, 1, 0, 1, 1, 0, 2, 1, 2, 1, 1, 0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 0, 0, 2, 1, 2, 2, 2, 0, 0, 2, 0, 1, 0, 1, 2, 0, 1, 2, 1)"
81,2,"(1, 0, 1, 1, 0, 1, 2, 2, 0, 0, 2, 1, 0, 1, 0, 0, 2, 0, 2, 0, 0, 1, 1, 2, 1, 2, 2, 1, 2, 2, 0, 2, 0, 1, 1, 0, 1, 1, 1, 1)"
82,3,"(1, 2, 1, 1, 2, 2, 2, 1, 0, 0, 1, 1, 0, 0, 2, 1, 0, 2, 1, 1, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 1, 0, 2, 1, 0, 2, 0, 0, 1)"
83,3,"(1, 0, 2, 1, 2, 1, 0, 0, 2, 1, 2, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 1, 2, 0, 1, 0, 2, 1, 0, 2, 1, 2, 2, 1, 2, 0, 1, 1, 0, 2, 0, 0, 2, 1, 0, 0, 1)"
84,1,"(0, 1, 0, 2, 0, 1, 2, 0, 1, 2, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 2, 0, 2, 1, 1, 0, 1, 1)"
85,3,"(1, 0, 0, 1, 1, 0, 2, 2, 2, 0, 2, 0, 1, 0, 1, 1, 0, 1, 1, 2, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1)"
86,2,"(1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 0, 1, 1, 1, 0, 0, 1, 2, 0, 1, 1, 0, 2, 2, 2, 2, 0, 1, 0, 1)"
87,0,"(1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 0, 2, 0, 1, 2, 2, 2, 1, 0, 0, 1, 2, 0, 1)"
88,3,"(1, 0, 0, 1, 0, 1, 1, 2, 1, 2, 0, 2, 2, 1, 0, 0, 1, 1, 1, 2, 2, 1, 0, 1, 2, 1, 2, 2, 0, 1, 0, 2, 0, 1, 2, 0, 1, 0, 0, 2, 1)"
89,2,"(0, 1, 0, 1, 0, 1, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 2, 0, 2, 2, 0, 0, 1, 0, 1, 0, 2, 2, 1, 2, 0, 2, 2, 1, 2, 2, 1, 2, 1)"
90,0,"(1, 1, 1, 2, 2, 1, 0, 1, 1, 1, 2, 1, 0, 2, 2, 1, 1, 2, 0, 2, 2, 0, 2, 0, 1, 0, 2, 1, 2, 0, 1, 0, 0, 0, 1, 0, 1, 0, 2, 1)"
91,0,"(1, 2, 1, 1, 1, 0, 2, 2, 0, 2, 0, 1, 2, 0, 0, 0, 1, 0, 1, 1, 2, 1, 2, 0, 2, 2, 1, 0, 0, 2, 0, 2, 1, 1, 2, 2, 2, 0, 1, 1, 1, 0, 0, 0, 1)"
92,3,"(1, 1, 1, 2, 2, 0, 1, 0, 1, 2, 0, 2, 1, 0, 0, 1, 1, 0, 0, 1, 1, 2, 1, 2, 1, 1, 2, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0, 2, 2, 2, 1)"
93,3,"(1, 0, 2, 0, 2, 0, 2, 1, 0, 2, 1, 2, 1, 1, 2, 2, 2, 1, 0, 1, 0, 1, 2, 1, 0, 2, 2, 2, 2, 2, 2, 1, 1, 1, 0, 2, 0, 0, 0, 2, 0, 0, 0, 1, 2, 1, 0, 0, 1, 2, 2, 0, 1)"
94,2,"(0, 1, 1, 0, 1, 1, 1, 1, 2, 2, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 1, 1, 1, 2, 0, 2, 0, 2, 1, 2, 2, 0, 2, 1, 2, 0, 0, 0, 2, 2, 2, 2, 0, 1)"
95,0,"(1, 1, 2, 1, 1, 0, 0, 1, 1, 2, 2, 2, 1, 2, 1, 0, 1, 0, 2, 1, 0, 0, 0, 1, 1, 0, 1, 0, 2, 2, 0, 1, 2, 1, 0, 0, 2, 0, 2, 0, 1)"
96,1,"(1, 0, 1, 0, 1, 2, 0, 2, 2, 2, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 2, 2, 1, 1, 0, 1, 2, 0, 2, 2, 0, 0, 0, 1, 0, 2, 2, 1, 1)"
97,3,"(1, 1, 1, 1, 1, 2, 2, 2, 2, 0, 2, 1, 0, 2, 0, 2, 1, 1, 1, 2, 0, 0, 2, 2, 0, 1, 1, 2, 0, 0, 1, 1, 1, 2, 2, 1, 0, 1)"
98,1,"(1, 0, 1, 0, 1, 2, 1, 0, 1, 1, 0, 1, 2, 1, 1, 2, 2, 2, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 2, 0, 0, 0, 2, 0, 1, 0, 0, 2, 1)"
99,1,"(0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 0, 1, 1, 0, 2, 0, 2, 0, 1, 2, 0, 1, 2, 1, 2, 0, 0, 0, 2, 2, 0, 2, 1, 1, 1, 0, 2, 1)"
