game_n,winner,turn_outcome
45,3,"(1, 1, 1, 1, 2, 0, 2, 0, 2, 2, 1, 2, 0, 2, 1, 0, 2, 1, 2, 0, 2, 2, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 1, 1, 1)"
46,5,"(1, 1, 1, 1, 2, 0, 2, 0, 1, 1, 1, 2, 2, 2, 0, 2, 0, 0, 2, 2, 2, 1, 0, 0, 1, 2, 1, 1, 0, 0, 2, 0, 0, 2, 0, 2, 1, 2, 2, 0, 2, 0, 0, 0, 0, 2, 2, 0, 2, 2, 2, 1, 0, 1, 2, 2, 2, 0, 1, 0, 2, 2, 2, 0, 1)"
47,6,"(1, 1, 1, 0, 0, 1, 2, 2, 2, 1, 0, 2, 0, 0, 0, 1, 0, 1, 0, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 1, 2, 2, 1, 2, 2, 2, 1, 2, 2, 0, 0, 1, 1, 0, 1)"
48,4,"(1, 0, 1, 1, 2, 0, 2, 2, 1, 0, 2, 1, 2, 0, 1, 0, 0, 1, 2, 1, 2, 2, 2, 1, 0, 2, 2, 2, 2, 0, 0, 0, 1, 1, 0, 1, 2, 2, 1, 1, 1, 1)"
49,5,"(1, 2, 1, 2, 2, 1, 1, 2, 2, 2, 2, 0, 2, 0, 1, 0, 0, 1, 0, 0, 2, 1, 0, 0, 1, 2, 2, 0, 0, 0, 0, 1, 0, 1, 1, 2, 1, 2, 0, 2, 2, 2, 1, 0, 1, 0, 0, 2, 1, 2, 0, 1)"
50,,"(1, 1, 1, 2, 0, 1, 0, 0, 2, 2, 1, 1, 2, 0, 0, 0, 1, 2, 1, 1, 2, 0, 2, 1, 2, 0, 1, 2, 2, 1, 1, 2, 0, 0, 0, 0, 1, 0, 0, 1, 2, 2, 0, 2, 1)"
51,6,"(1, 1, 2, 0, 1, 1, 1, 1, 2, 2, 1, 0, 1, 1, 2, 2, 0, 1, 0, 1, 1, 0, 2, 2, 0, 1, 2, 1, 2, 0, 1, 1)"
52,,"(1, 1, 0, 2, 0, 1, 2, 2, 0, 0, 1, 1, 1, 0, 1, 2, 0, 1, 1, 0, 0, 0, 1, 2, 2, 2, 0, 2, 0, 0, 2, 0, 0, 0, 1, 2, 2, 0, 0, 2, 1, 1, 2, 1, 0, 2, 0, 1, 2, 2, 2, 0, 1)"
53,3,"(0, 1, 1, 2, 1, 1, 1, 0, 1, 0, 2, 2, 1, 2, 0, 0, 2, 2, 1, 1, 1, 2, 1, 2, 1, 0, 0, 0, 1, 0, 0, 1, 2, 1, 0, 2, 0, 2, 2, 0, 0, 0, 0, 0, 1)"
54,6,"(0, 1, 0, 1, 2, 2, 1, 2, 1, 2, 2, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 2, 1, 2, 1, 2, 2, 0, 0, 1, 0, 0, 2, 0, 1, 2, 1)"
55,0,"(0, 1, 1, 0, 1, 1, 1, 1, 0, 2, 0, 2, 1, 0, 1, 2, 2, 1, 0, 2, 2, 2, 2, 2, 0, 2, 2, 1, 2, 0, 0, 2, 1, 2, 0, 1, 2, 0, 2, 0, 0, 0, 1, 2, 2, 2, 1, 0, 2, 1, 1)"
56,6,"(1, 1, 2, 1, 1, 2, 2, 1, 2, 2, 2, 2, 1, 0, 0, 1, 2, 0, 1, 1, 2, 0, 1, 2, 0, 0, 0, 2, 0, 0, 0, 1, 1, 2, 2, 0, 0, 2, 2, 0, 0, 2, 0, 1, 1, 2, 1, 0, 0, 0, 2, 0, 2, 2, 2, 2, 0, 2, 0, 1)"
57,3,"(0, 1, 0, 1, 1, 2, 1, 2, 2, 0, 0, 0, 0, 1, 1, 2, 2, 1, 0, 0, 0, 2, 0, 1, 1, 0, 1, 0, 0, 2, 2, 1, 2, 2, 2, 2, 2, 0, 2, 1, 1, 1, 0, 2, 2, 2, 1, 0, 2, 2, 2, 2, 2, 1)"
58,0,"(1, 1, 1, 0, 0, 2, 1, 0, 1, 1, 0, 2, 0, 2, 2, 0, 0, 1, 1, 2, 0, 2, 0, 1, 1, 2, 0, 2, 2, 1, 1, 0, 1, 0, 2, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 1, 2, 2, 0, 1)"
59,,"(1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 0, 2, 2, 0, 2, 1, 2, 0, 0, 0, 0, 2, 1, 1, 2, 0, 0, 2, 1, 2, 0, 1, 2, 0, 1, 2, 2, 0, 0, 2, 2, 1, 0, 2, 2, 2, 0, 0, 1, 2, 2, 1)"
60,5,"(1, 1, 1, 1, 0, 0, 0, 2, 1, 0, 0, 1, 1, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0, 2, 1, 1, 2, 2, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 2, 1)"
61,3,"(0, 1, 1, 0, 0, 2, 0, 1, 0, 2, 2, 1, 2, 0, 2, 1, 0, 2, 0, 0, 1, 0, 0, 1, 1, 2, 2, 2, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 2, 2, 2, 2, 2, 0, 0, 1, 2, 0, 1, 2, 0, 2, 1)"
62,,"(0, 1, 1, 2, 2, 1, 2, 1, 1, 0, 0, 0, 1, 1, 2, 0, 2, 2, 0, 0, 0, 2, 1, 0, 1, 2, 0, 1, 2, 0, 2, 2, 1, 0, 2, 0, 2, 1, 0, 1, 2, 0, 2, 2, 1, 1, 2, 0, 2, 2, 2, 2, 2, 2, 0, 0, 1)"
63,3,"(1, 1, 1, 1, 1, 2, 1, 0, 1, 0, 1, 1, 2, 2, 2, 0, 2, 0, 0, 2, 2, 1, 0, 1, 1, 1, 2, 1, 0, 1, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 0, 0, 2, 2, 2, 1)"
64,2,"(1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 1, 2, 0, 1, 0, 2, 2, 2, 0, 2, 1, 0, 0, 2, 0, 1, 2, 1, 2, 0, 1, 0, 2, 0, 1, 2, 2, 2, 1, 1, 2, 2, 0, 0, 2, 0, 2, 1)"
65,1,"(1, 1, 2, 1, 1, 1, 0, 1, 2, 1, 1, 1, 1, 2, 0, 1, 1, 2, 2, 2, 2, 1, 2, 2, 0, 2, 2, 2, 2, 0, 2, 1, 2, 1, 2, 2, 1)"
66,,"(1, 0, 2, 1, 1, 0, 0, 0, 1, 2, 0, 1, 0, 0, 1, 0, 1, 0, 1, 2, 2, 2, 0, 1, 1, 1, 1, 2, 0, 0, 2, 0, 1, 2, 2, 2, 2, 0, 1, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 0, 2, 0, 0, 2, 2, 2, 1)"
67,,"(0, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 2, 1, 1, 2, 0, 0, 0, 1, 2, 0, 0, 1, 2, 2, 0, 0, 0, 2, 2, 1, 1)"
68,0,"(1, 1, 1, 2, 0, 0, 2, 2, 1, 1, 0, 2, 2, 1, 2, 2, 2, 1, 2, 0, 2, 1, 0, 1, 1, 2, 2, 0, 2, 1, 2, 2, 0, 2, 1, 1, 2, 1, 0, 0, 1, 0, 2, 2, 0, 1)"
69,6,"(1, 0, 1, 0, 0, 2, 0, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 0, 1, 1, 2, 0, 2, 2, 2, 0, 0, 1, 1, 1, 0, 2, 0, 1, 1, 1, 0, 0, 2, 2, 0, 0, 1)"
70,0,"(1, 2, 0, 2, 0, 1, 0, 2, 0, 0, 1, 0, 2, 2, 0, 1, 2, 0, 2, 1, 1, 1, 0, 2, 2, 1, 2, 1, 1, 2, 2, 2, 2, 1, 2, 2, 1, 0, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 0, 2, 0, 2, 1, 1)"
71,2,"(0, 0, 1, 0, 1, 1, 2, 1, 1, 1, 2, 2, 0, 1, 2, 1, 2, 0, 0, 2, 2, 2, 1, 2, 0, 0, 1, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 1, 2, 2, 2, 0, 2, 0, 0, 0, 0, 1)"
72,,"(1, 2, 0, 1, 1, 2, 1, 2, 0, 0, 2, 0, 2, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 0, 2, 0, 2, 0, 2, 2, 2, 2, 2, 0, 1, 1, 0, 0, 2, 2, 2, 0, 0, 0, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 0, 2, 2, 1, 0, 0, 2, 2, 1)"
73,,"(1, 2, 1, 1, 2, 1, 2, 2, 2, 1, 1, 0, 0, 1, 2, 1, 0, 1, 0, 2, 2, 1, 1, 0, 2, 1, 0, 2, 1, 2, 2, 0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 2, 2, 2, 0, 2, 2, 2, 1)"
74,,"(0, 1, 0, 1, 0, 1, 2, 1, 0, 1, 2, 0, 2, 1, 1, 2, 1, 2, 1, 0, 0, 1, 0, 1, 0, 1, 2, 1, 0, 1, 2, 1, 2, 0, 1)"
75,2,"(1, 0, 1, 2, 1, 2, 0, 1, 0, 1, 2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 2, 0, 1, 1, 0, 2, 0, 2, 1, 2, 0, 2, 2, 2, 0, 2, 2, 2, 1, 0, 2, 2, 0, 1, 2, 2, 1)"
76,1,"(0, 1, 1, 0, 0, 1, 2, 2, 1, 0, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 0, 0, 2, 1, 2, 1, 0, 0, 2, 0, 1, 1, 0, 0, 1, 0, 0, 0, 2, 1, 2, 2, 2, 0, 2, 0, 0, 1, 2, 1)"
77,,"(1, 1, 0, 1, 1, 1, 2, 2, 1, 1, 2, 0, 2, 0, 1, 2, 0, 0, 0, 2, 2, 1, 2, 1, 0, 1, 2, 0, 1, 2, 2, 2, 1, 0, 2, 2, 0, 0, 1, 2, 0, 2, 2, 2, 1, 2, 0, 0, 2, 2, 2, 2, 0, 2, 0, 2, 0, 2, 2, 1)"
78,5,"(1, 1, 1, 1, 0, 1, 1, 2, 0, 0, 1, 2, 2, 1, 0, 0, 0, 1, 2, 1, 0, 2, 2, 2, 1, 1, 2, 1, 2, 0, 0, 0, 0, 2, 2, 0, 1, 2, 0, 0, 1, 1)"
79,6,"(1, 1, 1, 2, 2, 0, 1, 0, 0, 1, 2, 1, 2, 2, 2, 0, 0, 1, 0, 0, 2, 0, 1, 2, 1, 0, 2, 1, 0, 0, 1, 1, 0, 0, 1, 1, 2, 2, 0, 0, 0, 1, 1)"
80,6,"(1, 1, 1, 1, 2, 1, 2, 0, 2, 0, 0, 0, 1, 2, 0, 1, 0, 1, 1, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 0, 1, 2, 2, 1, 2, 0, 2, 2, 2, 2, 0, 2, 1)"
81,2,"(1, 1, 0, 0, 1, 1, 0, 2, 1, 2, 2, 2, 2, 0, 0, 0, 1, 1, 0, 0, 2, 1, 2, 2, 0, 1, 1, 2, 0, 2, 2, 2, 0, 0, 0, 0, 2, 1, 1, 2, 2, 2, 1, 2, 0, 0, 1, 2, 0, 0, 2, 2, 0, 0, 0, 2, 1, 2, 1)"
82,2,"(1, 1, 0, 2, 1, 2, 2, 1, 2, 1, 2, 1, 0, 0, 2, 0, 1, 0, 2, 1, 0, 1, 1, 1, 0, 2, 2, 0, 0, 2, 2, 0, 1, 0, 0, 2, 0, 1, 2, 2, 0, 2, 0, 0, 1, 1, 0, 2, 2, 1)"
83,6,"(1, 0, 1, 2, 0, 1, 0, 1, 2, 0, 1, 0, 2, 0, 0, 1, 2, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 2, 1, 0, 0, 2, 1, 2, 1, 2, 1, 0, 0, 0, 1, 1, 0, 1, 1, 2, 2, 1, 2, 0, 0, 1)"
84,4,"(1, 0, 1, 0, 1, 2, 1, 0, 2, 1, 1, 2, 2, 0, 0, 1, 2, 2, 1, 1, 2, 1, 2, 0, 2, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1)"
85,4,"(0, 1, 1, 1, 0, 0, 1, 2, 1, 2, 0, 2, 1, 1, 2, 2, 0, 2, 2, 0, 1, 0, 0, 1, 0, 0, 2, 0, 1, 1, 2, 2, 2, 1, 1, 1, 0, 0, 2, 2, 1, 1)"
86,,"(0, 1, 1, 1, 2, 1, 1, 1, 2, 0, 0, 2, 1, 2, 2, 2, 2, 2, 1, 2, 0, 0, 1, 0, 0, 2, 1, 2, 0, 2, 2, 0, 2, 1, 1, 0, 2, 2, 1, 2, 1, 2, 1, 2, 0, 2, 0, 2, 0, 1)"
87,1,"(1, 1, 2, 1, 2, 1, 2, 0, 2, 1, 1, 2, 0, 0, 1, 1, 2, 2, 1, 0, 2, 0, 2, 0, 0, 0, 2, 2, 2, 2, 2, 1, 0, 0, 2, 2, 1, 2, 0, 2, 1, 2, 1, 0, 1, 1, 0, 0, 0, 0, 2, 2, 1)"
88,1,"(1, 1, 2, 0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 0, 2, 1, 1, 2, 1, 2, 1, 2, 0, 0, 2, 2, 0, 2, 0, 2, 0, 1, 1, 2, 0, 0, 1, 2, 2, 2, 0, 2, 2, 1, 1)"
