game_n,winner,turn_outcome
76,1,"(0, 1, 0, 1, 0, 0, 0, 2, 1, 1, 1, 0, 1, 2, 1, 0, 0, 2, 2, 1, 1, 1, 2, 2, 1, 0, 2, 1, 0, 2, 2, 2, 2, 2, 1, 1, 2, 1, 0, 2, 0, 0, 2, 2, 2, 1)"
77,3,"(1, 0, 2, 0, 1, 1, 1, 0, 0, 1, 0, 2, 0, 2, 2, 2, 2, 0, 0, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 0, 0, 2, 1, 2, 0, 2, 1, 0, 1, 0, 1, 0, 1, 0, 2, 2, 2, 0, 1, 0, 2, 1)"
78,,"(1, 1, 1, 2, 2, 0, 1, 1, 1, 1, 1, 0, 1, 2, 2, 2, 0, 1, 0, 0, 1, 2, 2, 1, 0, 0, 1, 1, 1, 2, 2, 2, 2, 2, 0, 0, 2, 2, 1)"
79,3,"(1, 0, 1, 1, 1, 0, 2, 2, 2, 1, 1, 2, 1, 1, 0, 1, 1, 0, 1, 0, 0, 2, 1, 0, 0, 1, 2, 2, 0, 2, 1, 0, 0, 2, 0, 0, 2, 2, 0, 1, 1)"
80,0,"(1, 1, 0, 0, 1, 1, 2, 1, 1, 2, 2, 2, 2, 0, 2, 0, 0, 1, 1, 1, 1, 1, 2, 2, 1, 2, 0, 1, 2, 2, 2, 2, 0, 0, 0, 2, 0, 1, 1, 0, 0, 2, 1)"
81,4,"(0, 1, 1, 0, 1, 1, 1, 2, 1, 0, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 0, 2, 2, 0, 1, 0, 0, 2, 0, 1, 1, 2, 2, 0, 1)"
82,2,"(1, 2, 1, 0, 2, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 2, 0, 2, 0, 1, 2, 0, 1, 2, 2, 2, 1, 2, 0, 0, 0, 1, 1, 0, 0, 0, 2, 1, 0, 0, 2, 2, 2, 0, 2, 1, 1, 2, 0, 2, 2, 0, 0, 1)"
83,4,"(0, 1, 1, 1, 0, 1, 2, 1, 1, 1, 1, 2, 0, 0, 2, 2, 2, 1, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 1, 0, 0, 1, 2, 1, 2, 2, 1, 0, 0, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1)"
84,3,"(1, 1, 1, 1, 1, 0, 1, 1, 2, 0, 1, 2, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 1, 0, 0, 0, 2, 2, 0, 1, 2, 0, 1, 2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 1)"
85,4,"(1, 0, 1, 1, 2, 2, 2, 2, 0, 1, 0, 1, 2, 1, 1, 0, 2, 0, 2, 2, 1, 0, 1, 1, 1, 1, 1, 2, 0, 0, 2, 2, 0, 1, 1, 2, 0, 2, 2, 2, 0, 2, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 2, 2, 0, 0, 0, 0, 1)"
86,1,"(1, 1, 0, 2, 0, 2, 2, 1, 1, 1, 0, 0, 2, 0, 1, 1, 2, 2, 0, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 0, 2, 2, 0, 0, 2, 0, 0, 2, 2, 1, 2, 1, 0, 2, 1, 2, 2, 2, 1)"
87,3,"(1, 2, 1, 2, 1, 1, 2, 2, 0, 2, 0, 1, 0, 2, 1, 0, 2, 2, 0, 1, 1, 0, 1, 2, 2, 2, 2, 1, 0, 1, 2, 2, 1, 2, 1, 0, 1, 2, 0, 2, 0, 2, 0, 2, 0, 1, 1)"
88,2,"(1, 1, 2, 0, 1, 1, 2, 1, 0, 2, 1, 2, 0, 1, 2, 0, 0, 1, 2, 0, 1, 0, 0, 1, 0, 1, 2, 0, 1, 0, 2, 1, 1, 2, 0, 1, 2, 0, 0, 0, 1)"
89,0,"(1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 1, 0, 1, 0, 1, 1, 0, 2, 1, 0, 0, 1, 0, 1, 1, 2, 2, 2, 0, 2, 1, 2, 0, 2, 2, 2, 0, 0, 1, 0, 2, 1, 1)"
90,5,"(1, 0, 0, 0, 2, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 2, 1, 2, 1, 1, 0, 1, 2, 2, 0, 0, 0, 2, 1, 1, 2, 1)"
91,2,"(1, 0, 0, 2, 1, 1, 2, 1, 0, 0, 0, 1, 0, 2, 2, 2, 1, 1, 1, 0, 2, 2, 0, 1, 0, 0, 1, 0, 0, 2, 2, 0, 2, 1, 1, 0, 1, 0, 2, 0, 2, 1, 1, 1)"
