game_n,winner,turn_outcome
19,1,"(1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 2, 1, 0, 1, 1, 1, 0, 2, 0, 0, 1, 1, 2, 0, 0, 1, 0, 0, 2, 0, 2, 1)"
20,1,"(1, 0, 2, 0, 1, 1, 1, 1, 0, 0, 2, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 2, 2, 1, 2, 0, 0, 2, 2, 2, 0, 0, 1, 1)"
21,,"(0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 2, 0, 1, 0, 2, 0, 0, 0, 1, 1, 2, 2, 1, 2, 2, 1, 0, 1, 2, 2, 0, 1, 2, 2, 0, 0, 0, 1, 2, 0, 0, 1, 0, 1, 2, 0, 1)"
22,2,"(1, 0, 1, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 1, 0, 1, 1, 1, 1, 0, 2, 1, 1)"
23,2,"(0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 2, 0, 1, 1, 0, 1, 1, 2, 2, 2, 1, 0, 2, 2, 2, 2, 1, 2, 0, 0, 1, 1, 0, 2, 0, 1)"
24,0,"(1, 2, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 2, 1, 2, 0, 0, 0, 2, 0, 1, 2, 0, 1, 1, 1, 1, 0, 2, 2, 2, 1, 2, 1)"
25,0,"(1, 1, 1, 1, 1, 2, 1, 0, 1, 2, 2, 0, 1, 1, 2, 2, 2, 1, 1, 1, 0, 1, 0, 2, 0, 0, 1, 1, 2, 2, 1)"
26,1,"(1, 2, 1, 1, 2, 1, 2, 1, 0, 1, 2, 2, 2, 0, 2, 2, 0, 1, 2, 1, 0, 1, 2, 2, 0, 1, 0, 0, 2, 1, 0, 1, 1, 1, 0, 1, 1)"
27,0,"(0, 1, 1, 0, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 0, 0, 0, 2, 1, 1, 2, 0, 1, 1, 1, 2, 2, 0, 0, 0, 2, 0, 1)"
28,0,"(1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 2, 0, 2, 1, 1, 1, 1, 1, 2, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 0, 1, 2, 2, 1)"
29,,"(0, 1, 1, 1, 1, 1, 2, 0, 2, 2, 0, 0, 0, 1, 1, 0, 1, 0, 2, 1, 1, 0, 1, 1, 0, 1, 1, 2, 0, 1, 0, 2, 0, 1)"
30,1,"(0, 1, 1, 1, 2, 1, 1, 1, 2, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 2, 1, 1, 0, 0, 0, 0, 2, 1, 2, 1)"
31,1,"(1, 0, 0, 1, 2, 1, 2, 2, 1, 1, 0, 2, 1, 1, 2, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 2, 1)"
32,,"(1, 1, 1, 0, 1, 2, 1, 1, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0, 2, 0, 1, 1, 0, 1, 1, 1, 1, 2, 2, 1, 2, 2, 1)"
33,0,"(1, 1, 1, 0, 0, 1, 2, 1, 0, 1, 2, 1, 0, 1, 1, 1, 2, 2, 1, 1, 0, 2, 0, 1, 2, 1, 0, 1, 0, 0, 2, 2, 2, 1)"
34,0,"(1, 0, 1, 1, 1, 1, 2, 2, 1, 2, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 0, 0, 1, 1)"
35,,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 2, 2, 2, 2, 0, 0, 1, 2, 1, 0, 1, 1, 0, 2, 2, 2, 0, 2, 2, 0, 0, 0, 1)"
36,0,"(1, 1, 1, 2, 0, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 0, 2, 2, 0, 2, 1, 2, 2, 1, 2, 2, 1, 1)"
37,1,"(1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 2, 1, 0, 2, 1, 0, 1, 1, 1, 0, 2, 2, 2, 1)"
38,0,"(1, 0, 2, 1, 1, 1, 0, 2, 1, 2, 0, 1, 1, 0, 0, 1, 2, 2, 1, 1, 2, 1, 0, 1, 1, 2, 2, 1, 0, 0, 1, 2, 1)"
39,1,"(1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 2, 0, 2, 1, 1, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 2, 0, 0, 1, 1)"
40,0,"(1, 2, 0, 2, 1, 0, 0, 0, 1, 0, 2, 1, 1, 0, 1, 1, 2, 1, 0, 1, 1, 0, 0, 1, 0, 2, 2, 0, 1, 0, 1, 0, 2, 2, 1, 0, 1, 0, 0, 2, 0, 1)"
41,1,"(1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 2, 2, 0, 0, 0, 1, 1, 1, 0, 2, 0, 0, 1, 0, 1, 2, 1, 0, 1, 0, 1, 0, 2, 0, 2, 1)"
42,1,"(0, 1, 0, 1, 2, 0, 1, 2, 1, 1, 1, 1, 0, 0, 1, 0, 1, 2, 1, 1, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 1, 1, 0, 2, 2, 0, 1)"
43,0,"(1, 1, 1, 0, 1, 1, 2, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 0, 2, 0, 1, 0, 2, 2, 1, 0, 2, 1, 1, 0, 2, 0, 1)"
44,2,"(1, 0, 1, 1, 1, 2, 1, 0, 0, 0, 1, 1, 1, 1, 1, 2, 1, 2, 0, 1, 0, 0, 1, 1, 2, 1, 1)"
45,1,"(1, 0, 2, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 1, 1, 2, 0, 1)"
46,0,"(1, 2, 0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 0, 0, 1, 0, 1, 2, 2, 2, 1, 1, 0, 1, 0, 2, 0, 0, 1, 1, 2, 1, 0, 1, 1, 0, 1)"
47,,"(1, 0, 0, 1, 1, 1, 1, 2, 1, 1, 0, 0, 0, 1, 1, 2, 1, 2, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 1)"
48,1,"(1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 2, 2, 2, 2, 1, 2, 0, 1, 1, 2, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1)"
49,1,"(0, 1, 2, 2, 1, 1, 2, 1, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 2, 1, 2, 0, 1, 0, 1, 0, 1, 2, 1, 1, 1, 0, 1)"
50,0,"(1, 1, 1, 1, 1, 2, 2, 1, 0, 2, 1, 0, 2, 1, 0, 1, 1, 0, 1, 1, 2, 1, 0, 2, 2, 1, 1, 2, 2, 0, 0, 0, 1)"
51,2,"(1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 1, 0, 0, 0, 2, 1, 1, 0, 2, 0, 0, 1, 0, 1)"
52,2,"(1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 0, 1, 0, 2, 2, 2, 2, 1, 2, 0, 1, 1, 1, 1, 2, 1, 0, 0, 0, 1)"
53,1,"(1, 1, 1, 2, 1, 0, 1, 2, 2, 2, 0, 1, 1, 2, 1, 0, 1, 1, 0, 0, 0, 2, 1, 0, 1, 1, 1, 1, 2, 2, 2, 2, 0, 0, 2, 1)"
54,0,"(1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 2, 0, 0, 1, 1, 1, 2, 1, 0, 0, 0, 1)"
55,2,"(1, 0, 2, 0, 0, 1, 1, 0, 2, 0, 0, 1, 1, 1, 0, 1, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 0, 2, 0, 2, 2, 0, 0, 1, 1)"
56,2,"(1, 1, 0, 0, 1, 0, 1, 0, 2, 0, 1, 2, 2, 0, 1, 1, 0, 0, 0, 1, 0, 2, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 2, 2, 1, 0, 2, 0, 1, 1, 2, 2, 1)"
57,2,"(1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 2, 2, 0, 0, 2, 0, 0, 1, 2, 2, 2, 0, 0, 1, 0, 0, 1, 2, 1, 1, 0, 1, 2, 2, 1, 2, 2, 1)"
58,1,"(0, 1, 1, 2, 0, 1, 0, 1, 1, 1, 1, 0, 2, 1, 0, 0, 2, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1)"
59,1,"(1, 0, 0, 1, 1, 0, 0, 1, 2, 2, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 2, 1, 0, 0, 2, 1, 0, 1, 1)"
60,2,"(1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 0, 0, 1, 0, 2, 0, 1, 2, 0, 0, 0, 1)"
61,1,"(1, 0, 0, 1, 1, 1, 0, 1, 1, 2, 1, 2, 1, 2, 1, 0, 0, 2, 1, 2, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 2, 0, 0, 2, 1)"
62,2,"(0, 1, 0, 2, 1, 2, 2, 0, 2, 1, 2, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 2, 1, 0, 2, 0, 1)"
63,1,"(1, 0, 1, 0, 1, 1, 0, 2, 2, 0, 1, 1, 2, 0, 1, 1, 1, 2, 0, 0, 0, 0, 2, 2, 2, 2, 1, 1, 2, 1, 0, 1, 0, 1, 0, 0, 1, 2, 1)"
64,0,"(1, 0, 2, 1, 1, 0, 1, 0, 1, 1, 1, 0, 2, 1, 0, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 2, 1, 1, 2, 0, 0, 1, 0, 0, 1)"
65,2,"(1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 2, 0, 2, 0, 1, 2, 0, 0, 0, 0, 1, 1, 2, 1, 1)"
66,2,"(1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 2, 1, 0, 1, 1, 1, 0, 1, 2, 0, 1, 2, 0, 1)"
67,0,"(1, 1, 2, 2, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 2, 2, 2, 1, 1, 1, 0, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 1, 1, 1)"
68,1,"(1, 2, 1, 1, 0, 1, 0, 1, 1, 2, 2, 0, 1, 1, 1, 2, 0, 0, 1, 1, 0, 1, 1, 0, 1, 2, 2, 0, 2, 1, 0, 0, 0, 0, 1)"
69,0,"(1, 1, 0, 2, 1, 1, 1, 1, 0, 1, 1, 2, 1, 1, 2, 2, 2, 0, 2, 0, 0, 2, 1, 2, 1, 0, 0, 0, 1, 1, 2, 1, 1)"
70,2,"(1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 2, 1, 2, 1, 1, 0, 0, 1, 0, 2, 2, 2, 1, 0, 2, 1, 1, 2, 2, 1, 2, 2, 1)"
71,,"(1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 2, 2, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 2, 2, 0, 2, 1, 1, 1, 1, 0, 1, 0, 1)"
72,1,"(1, 1, 1, 0, 1, 2, 0, 1, 1, 0, 2, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 2, 0, 2, 2, 2, 2, 0, 2, 2, 1, 1)"
73,0,"(1, 2, 2, 1, 1, 2, 2, 2, 1, 2, 2, 1, 1, 2, 1, 0, 1, 1, 1, 0, 0, 2, 1, 0, 1, 2, 1, 2, 2, 1, 2, 0, 1, 0, 0, 0, 1)"
74,2,"(1, 2, 0, 0, 1, 0, 2, 2, 2, 1, 1, 2, 1, 2, 1, 0, 1, 1, 2, 1, 1, 1, 0, 1, 1, 0, 2, 0, 0, 0, 0, 1, 2, 1, 1)"
75,2,"(0, 1, 1, 1, 0, 1, 0, 1, 0, 2, 2, 2, 1, 0, 1, 1, 1, 0, 0, 1, 2, 1, 1, 1, 0, 1, 1, 1)"
76,0,"(1, 1, 1, 1, 0, 2, 0, 0, 1, 1, 1, 1, 1, 2, 0, 1, 1, 1, 1, 1, 0, 2, 0, 0, 2, 2, 1, 0, 2, 1)"
77,1,"(1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 2, 2, 2, 0, 1, 0, 1, 1, 1, 2, 0, 1, 1, 1, 2, 1, 1, 0, 2, 1)"
78,0,"(0, 1, 2, 0, 1, 2, 1, 1, 1, 1, 1, 2, 1, 0, 1, 1, 1, 2, 2, 1, 0, 2, 1, 0, 1, 1, 1)"
79,0,"(1, 0, 0, 0, 1, 2, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 2, 2, 0, 1, 1, 1, 2, 1, 0, 0, 2, 1, 0, 1, 2, 2, 1)"
80,1,"(1, 0, 1, 1, 2, 0, 0, 1, 0, 1, 1, 1, 0, 1, 2, 2, 0, 0, 1, 1, 2, 1, 1, 0, 0, 1, 1, 0, 1, 1)"
81,0,"(1, 1, 2, 0, 1, 2, 1, 2, 1, 2, 0, 2, 1, 2, 0, 0, 0, 1, 1, 0, 0, 1, 2, 1, 2, 0, 0, 1, 0, 0, 1, 2, 0, 1, 1, 1, 1)"
82,,"(1, 1, 0, 1, 1, 1, 0, 2, 2, 0, 1, 2, 1, 2, 1, 1, 0, 2, 1, 1, 1, 0, 0, 1, 2, 0, 1, 2, 1, 1)"
83,0,"(1, 1, 1, 2, 2, 2, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 2, 1, 1, 2, 1, 2, 2, 0, 1, 0, 2, 0, 0, 1, 1, 1, 2, 2, 0, 1)"
84,0,"(0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 2, 0, 1, 1, 1, 2, 1, 0, 0, 1, 2, 1)"
85,0,"(1, 1, 0, 0, 1, 2, 2, 2, 2, 2, 2, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 2, 2, 1, 2, 0, 1, 1)"
86,,"(1, 1, 2, 0, 0, 1, 2, 0, 1, 0, 1, 2, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 2, 1, 1, 2, 0, 0, 2, 1)"
87,1,"(1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 2, 1, 2, 1)"
88,1,"(1, 2, 1, 0, 1, 1, 0, 2, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 2, 1, 1, 1, 2, 2, 0, 2, 0, 2, 2, 0, 2, 1, 0, 2, 0, 1, 2, 2, 1)"
89,2,"(0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 2, 1, 1, 2, 1, 1, 1, 1, 1, 0, 0, 2, 0, 2, 1)"
90,2,"(1, 1, 0, 1, 0, 0, 0, 2, 1, 1, 1, 1, 0, 2, 1, 0, 1, 2, 2, 1, 2, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1)"
91,1,"(1, 1, 1, 1, 2, 2, 2, 1, 1, 0, 2, 0, 0, 1, 1, 1, 1, 2, 0, 1, 1, 2, 0, 2, 0, 0, 0, 2, 1, 2, 0, 1, 1, 1)"
92,0,"(0, 1, 0, 1, 2, 1, 1, 0, 1, 2, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 2, 1, 0, 0, 1, 2, 2, 0, 1)"
93,1,"(1, 0, 2, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 2, 0, 1, 1, 2, 1, 1, 1, 0, 1, 2, 0, 0, 0, 1, 2, 1)"
94,0,"(1, 0, 0, 1, 0, 2, 1, 0, 1, 1, 2, 1, 1, 0, 2, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 2, 1)"
95,1,"(1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 2, 0, 0, 1, 2, 0, 1, 2, 1, 0, 1, 1, 2, 2, 0, 1, 1, 2, 2, 0, 1)"
96,2,"(1, 1, 1, 2, 2, 2, 0, 1, 1, 2, 0, 1, 0, 0, 1, 2, 0, 1, 0, 1, 0, 1, 0, 1, 1, 2, 2, 1, 1, 1, 2, 0, 1)"
97,,"(0, 1, 1, 2, 1, 1, 2, 2, 2, 0, 2, 0, 1, 0, 1, 2, 1, 0, 2, 1, 2, 0, 0, 1, 0, 2, 1, 0, 1, 0, 2, 1, 2, 1, 1, 1, 0, 0, 1)"
98,2,"(1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 2, 0, 1, 1, 0, 0, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 0, 0, 1)"
99,1,"(0, 0, 0, 1, 0, 1, 0, 1, 1, 2, 2, 1, 2, 1, 2, 1, 2, 0, 2, 0, 2, 1, 1, 2, 1, 1, 2, 2, 1, 0, 1, 0, 2, 0, 2, 0, 2, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1)"
