game_n,winner,turn_outcome
10,2,"(0, 0, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 2, 1, 2, 0, 2, 2, 0, 2, 0, 0, 1, 0, 0, 1, 1, 1, 1, 2, 0, 0, 0, 1, 2, 1, 2, 2, 2, 1, 2, 0, 2, 0, 0, 1, 2, 2, 2, 2, 2, 1)"
11,0,"(1, 0, 0, 1, 0, 0, 1, 2, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 2, 1, 0, 2, 2, 0, 0, 0, 1, 2, 2, 2, 2, 2, 0, 0, 0, 2, 1)"
12,3,"(1, 2, 0, 1, 1, 2, 1, 1, 0, 1, 2, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 1, 0, 1, 1, 2, 1, 1, 1, 0, 2, 2, 0, 2, 2, 2, 0, 2, 1, 0, 1)"
13,0,"(1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 2, 2, 1, 1, 2, 2, 2, 0, 1, 2, 1, 1, 0, 1, 2, 0, 2, 2, 2, 0, 2, 1, 2, 2, 0, 2, 1, 2, 2, 0, 1, 2, 2, 1, 0, 0, 0, 1)"
14,0,"(1, 1, 2, 2, 1, 0, 0, 1, 2, 2, 1, 1, 1, 2, 1, 2, 0, 2, 1, 2, 1, 0, 1, 2, 2, 2, 0, 0, 0, 2, 1, 2, 2, 2, 0, 1, 1, 2, 0, 2, 2, 1, 2, 1)"
15,1,"(1, 1, 2, 0, 0, 1, 0, 1, 1, 2, 1, 2, 2, 1, 0, 0, 1, 1, 2, 1, 2, 0, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 0, 1, 1, 2, 2, 0, 1, 2, 0, 1, 1)"
16,,"(1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 2, 2, 0, 0, 1, 2, 1, 2, 1, 1, 0, 1, 0, 0, 1, 0, 0, 2, 2, 1, 1, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 0, 2, 1, 1, 2, 1)"
17,2,"(0, 1, 0, 1, 0, 1, 1, 1, 0, 2, 0, 0, 1, 0, 1, 1, 2, 2, 1, 0, 1, 2, 2, 2, 1, 1, 2, 1, 2, 2, 0, 0, 2, 1, 0, 0, 1, 0, 1)"
18,0,"(1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 2, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 1, 1, 2, 0, 0, 1)"
19,0,"(1, 1, 1, 0, 0, 2, 2, 2, 0, 2, 0, 1, 1, 0, 1, 1, 2, 1, 1, 0, 2, 0, 1, 2, 2, 1, 0, 0, 1, 0, 1, 0, 0, 0, 2, 2, 1, 2, 0, 0, 1, 2, 2, 1)"
20,0,"(1, 0, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 1, 1, 1, 0, 0, 2, 0, 2, 1, 1, 2, 1, 0, 2, 1, 1, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 2, 0, 0, 2, 0, 0, 1)"
21,0,"(0, 1, 0, 0, 1, 0, 2, 1, 1, 1, 1, 0, 2, 0, 2, 1, 0, 1, 2, 2, 1, 2, 2, 0, 2, 1, 0, 2, 1, 1, 2, 0, 0, 1, 0, 2, 0, 0, 2, 0, 1, 2, 0, 0, 2, 1, 0, 2, 1)"
22,2,"(1, 0, 0, 1, 2, 1, 1, 1, 0, 2, 1, 0, 1, 0, 1, 2, 0, 1, 0, 0, 0, 0, 2, 1, 1, 1, 1, 2, 0, 1, 1, 0, 1)"
23,,"(1, 0, 1, 1, 2, 0, 2, 2, 2, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 2, 1, 0, 1, 2, 2, 0, 0, 1, 0, 0, 2, 1, 2, 2, 2, 1, 0, 2, 2, 0, 1, 1)"
24,,"(1, 2, 2, 1, 0, 1, 2, 2, 2, 2, 1, 1, 2, 0, 1, 1, 0, 1, 2, 0, 1, 0, 2, 0, 2, 1, 0, 0, 2, 0, 1, 2, 1, 0, 2, 0, 0, 1, 2, 1, 1, 2, 1)"
25,,"(1, 1, 2, 1, 0, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 0, 2, 0, 1, 1, 0, 2, 2, 1, 0, 1, 1, 1, 1, 1, 2, 0, 2, 2, 0, 0, 2, 0, 0, 0, 1, 1)"
26,3,"(0, 1, 0, 1, 2, 1, 0, 0, 0, 1, 1, 0, 1, 2, 1, 0, 2, 1, 1, 1, 2, 0, 1, 1, 0, 1, 2, 0, 0, 0, 0, 2, 2, 1, 0, 0, 2, 2, 2, 2, 2, 1, 0, 2, 2, 1)"
27,0,"(1, 1, 2, 0, 2, 0, 1, 1, 1, 2, 1, 0, 0, 0, 1, 0, 1, 2, 0, 2, 0, 0, 1, 1, 2, 1, 2, 2, 0, 0, 2, 0, 1, 1, 0, 1, 2, 0, 1, 2, 2, 0, 0, 0, 0, 1)"
28,3,"(1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 0, 1, 2, 2, 1, 2, 1, 2, 0, 0, 0, 0, 1, 1, 0, 1)"
29,2,"(0, 1, 1, 0, 0, 0, 2, 1, 0, 2, 1, 0, 1, 0, 1, 0, 2, 1, 2, 1, 1, 0, 1, 0, 2, 1, 0, 2, 1, 0, 1, 0, 2, 0, 1, 0, 1, 1)"
30,3,"(0, 1, 0, 1, 1, 0, 0, 2, 1, 1, 0, 1, 0, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 0, 2, 0, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 1, 0, 1, 0, 2, 1)"
31,4,"(1, 2, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 2, 0, 2, 1, 2, 2, 0, 2, 0, 2, 2, 1, 1, 1, 1, 2, 0, 0, 1, 0, 1, 2, 1, 2, 2, 2, 1)"
32,0,"(1, 2, 1, 1, 2, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 2, 1, 0, 2, 0, 2, 1, 0, 0, 2, 2, 2, 1, 2, 2, 0, 2, 0, 2, 1)"
33,,"(0, 0, 1, 2, 1, 0, 1, 1, 1, 1, 1, 2, 1, 0, 2, 2, 1, 2, 0, 1, 1, 2, 0, 2, 0, 1, 0, 2, 2, 1, 1, 2, 0, 0, 0, 2, 0, 2, 1, 2, 0, 2, 0, 2, 0, 1)"
34,0,"(1, 0, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 0, 0, 1, 2, 1, 1, 2, 2, 1, 0, 2, 1, 1, 0, 0, 1, 0, 1, 2, 0, 1, 2, 0, 2, 0, 0, 1, 0, 0, 0, 2, 1)"
35,4,"(1, 1, 0, 1, 1, 2, 2, 2, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 2, 1, 1, 2, 0, 1, 1, 0, 0, 0, 2, 2, 1)"
36,,"(1, 1, 1, 1, 1, 1, 0, 1, 2, 2, 0, 1, 2, 1, 1, 0, 1, 0, 2, 2, 0, 0, 0, 0, 1, 2, 0, 2, 2, 0, 1, 1, 0, 2, 1, 2, 2, 1)"
37,4,"(0, 1, 1, 1, 1, 0, 0, 2, 2, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 2, 0, 2, 2, 2, 2, 2, 2, 2, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 1)"
38,1,"(1, 1, 1, 0, 1, 1, 0, 1, 1, 2, 0, 1, 0, 2, 0, 1, 1, 0, 0, 1, 0, 1, 1, 2, 0, 0, 2, 0, 2, 1, 1, 2, 1)"
39,,"(1, 1, 1, 1, 2, 0, 0, 2, 0, 1, 0, 0, 2, 2, 1, 1, 0, 1, 2, 2, 0, 1, 1, 1, 2, 1, 0, 2, 0, 1, 0, 0, 0, 1, 0, 2, 0, 2, 2, 0, 2, 2, 1, 2, 0, 0, 0, 0, 0, 0, 1)"
40,,"(1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 2, 1, 0, 2, 2, 0, 1, 0, 2, 1, 0, 2, 1, 2, 2, 0, 2, 2, 1, 0, 0, 2, 2, 1, 0, 1, 0, 2, 2, 0, 0, 0, 0, 1)"
41,3,"(0, 1, 1, 0, 2, 1, 1, 2, 2, 0, 1, 1, 2, 0, 0, 1, 1, 0, 2, 2, 0, 2, 0, 2, 1, 0, 0, 1, 1, 0, 1, 2, 2, 1, 2, 1, 2, 0, 1, 1)"
42,1,"(0, 1, 1, 0, 1, 2, 0, 1, 1, 0, 1, 2, 0, 0, 1, 2, 2, 0, 0, 2, 0, 1, 1, 2, 1, 2, 2, 2, 1, 2, 0, 2, 0, 1, 0, 1, 1, 2, 0, 2, 1, 2, 0, 0, 0, 2, 2, 1)"
43,1,"(1, 1, 1, 0, 1, 2, 2, 0, 2, 0, 0, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 0, 2, 0, 2, 2, 2, 2, 2, 2, 0, 0, 1, 0, 2, 1, 2, 2, 1, 1, 0, 0, 1, 2, 2, 0, 1, 0, 0, 0, 0, 2, 1)"
44,3,"(0, 1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 2, 1, 0, 1, 1, 1, 1, 1, 1, 2, 1, 0, 1, 0, 2, 2, 0, 2, 1)"
45,2,"(0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 2, 1, 0, 2, 0, 1, 2, 0, 1, 1, 2, 0, 2, 1, 2, 1, 0, 2, 0, 2, 0, 0, 0, 1, 2, 1)"
46,,"(1, 1, 1, 1, 1, 2, 0, 2, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 1, 2, 0, 2, 1, 2, 1, 1, 2, 0, 1, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 2, 1, 2, 2, 0, 0, 2, 1)"
47,,"(1, 1, 1, 1, 2, 0, 0, 0, 0, 1, 1, 2, 2, 1, 0, 2, 1, 0, 0, 0, 1, 1, 1, 2, 2, 0, 2, 2, 2, 1, 2, 2, 2, 2, 1, 0, 1, 2, 1, 2, 2, 0, 0, 0, 0, 2, 0, 1)"
48,0,"(1, 0, 2, 1, 2, 0, 1, 2, 1, 1, 1, 2, 0, 0, 1, 1, 0, 2, 0, 1, 2, 1, 1, 1, 1, 1, 2, 0, 0, 2, 2, 2, 2, 2, 0, 1, 2, 2, 1)"
49,3,"(1, 1, 2, 2, 2, 2, 1, 2, 2, 0, 0, 2, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 2, 1, 1, 2, 0, 2, 0, 0, 0, 1, 0, 1, 0, 2, 0, 1, 2, 1)"
50,,"(1, 1, 2, 1, 2, 2, 0, 2, 2, 2, 1, 1, 0, 1, 1, 1, 2, 1, 1, 2, 1, 0, 1, 0, 0, 1, 2, 0, 2, 0, 1, 1, 2, 2, 2, 0, 0, 2, 2, 1)"
51,0,"(1, 1, 1, 2, 1, 1, 2, 2, 0, 1, 2, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 2, 2, 2, 0, 1, 1)"
52,1,"(1, 1, 1, 0, 2, 1, 2, 0, 0, 1, 0, 1, 1, 2, 2, 1, 1, 2, 0, 2, 0, 0, 1, 0, 0, 2, 0, 1, 2, 0, 1, 0, 0, 2, 2, 0, 1, 0, 2, 1, 0, 2, 0, 2, 1, 0, 2, 1)"
53,4,"(1, 2, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 2, 0, 1, 1, 1, 2, 1, 0, 1, 2, 1, 0, 1, 0, 2, 2, 2, 1, 0, 1)"
54,0,"(1, 1, 0, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 2, 0, 1, 0, 2, 2, 2, 2, 0, 1, 2, 0, 0, 0, 0, 1, 1, 2, 0, 2, 2, 2, 0, 0, 0, 0, 1, 0, 1, 1)"
55,1,"(1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 2, 2, 2, 2, 1, 2, 0, 2, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 2, 2, 0, 1, 1, 2, 2, 1, 2, 1)"
56,,"(1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 2, 1, 0, 0, 1, 1, 1, 2, 0, 2, 0, 1, 1, 0, 0, 2, 0, 1, 0, 2, 2, 1)"
57,3,"(0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 2, 1, 2, 1, 1, 2, 1, 0, 1, 1, 1, 0, 0, 2, 1, 0, 1, 0, 2, 1)"
58,0,"(1, 0, 1, 1, 2, 1, 1, 1, 1, 0, 1, 0, 0, 2, 1, 2, 1, 2, 0, 1, 1, 1, 0, 2, 0, 1, 1, 0, 1)"
59,0,"(0, 1, 2, 0, 2, 0, 1, 1, 2, 1, 0, 2, 1, 1, 0, 2, 1, 1, 1, 2, 2, 1, 0, 2, 2, 2, 2, 2, 0, 2, 2, 0, 1, 1, 0, 1, 1, 1, 0, 2, 1)"
60,4,"(1, 1, 1, 1, 0, 1, 1, 1, 2, 0, 1, 2, 2, 2, 2, 0, 1, 1, 2, 2, 2, 0, 0, 0, 1, 1, 1, 2, 1, 2, 0, 0, 0, 2, 2, 1, 0, 1)"
61,2,"(0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 2, 2, 0, 1, 0, 1, 0, 2, 1, 1, 1, 2, 2, 2, 1, 2, 2, 2, 1, 0, 0, 1, 2, 1)"
62,1,"(1, 2, 0, 1, 0, 1, 1, 1, 2, 2, 2, 2, 0, 2, 2, 0, 0, 1, 0, 2, 1, 2, 0, 1, 0, 0, 1, 2, 2, 2, 2, 2, 0, 0, 1, 0, 2, 1, 1, 2, 1, 1, 0, 0, 1, 2, 1)"
63,2,"(1, 1, 0, 2, 0, 1, 2, 1, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 1, 2, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 2, 1)"
64,0,"(0, 1, 1, 2, 1, 1, 2, 2, 0, 1, 2, 0, 2, 0, 2, 1, 1, 1, 2, 0, 1, 1, 0, 1, 0, 1, 1, 2, 1, 0, 0, 1, 0, 1)"
65,0,"(1, 1, 1, 1, 1, 0, 2, 1, 2, 1, 1, 2, 2, 0, 0, 2, 2, 1, 0, 0, 2, 2, 0, 1, 2, 1, 2, 0, 0, 0, 0, 1, 2, 2, 0, 2, 0, 1, 1, 2, 1, 0, 2, 1)"
66,2,"(1, 1, 1, 2, 0, 2, 0, 1, 2, 1, 2, 0, 0, 1, 0, 1, 0, 1, 1, 2, 0, 1, 2, 0, 1, 1, 0, 1, 1, 2, 0, 0, 2, 2, 2, 0, 0, 1, 0, 1)"
67,,"(1, 1, 2, 1, 2, 2, 2, 0, 0, 2, 1, 0, 2, 2, 0, 1, 1, 0, 0, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 0, 2, 1, 2, 2, 2, 0, 2, 2, 0, 0, 0, 1, 1, 0, 0, 2, 2, 0, 2, 2, 1)"
68,3,"(1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 2, 2, 2, 0, 2, 2, 1, 0, 2, 0, 0, 1, 0, 1, 1, 2, 2, 0, 2, 1, 2, 0, 0, 2, 1, 1, 2, 1, 2, 2, 1, 0, 0, 2, 0, 0, 1)"
69,4,"(1, 1, 0, 2, 0, 2, 1, 0, 0, 2, 2, 0, 1, 0, 2, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 1, 0, 0, 1, 2, 0, 2, 0, 1, 2, 2, 1, 2, 0, 2, 0, 1, 2, 2, 1, 0, 1)"
70,4,"(1, 1, 2, 1, 0, 1, 1, 0, 1, 2, 2, 0, 1, 1, 1, 2, 1, 1, 0, 2, 0, 2, 1, 0, 1, 2, 1, 2, 1, 0, 2, 0, 2, 0, 1)"
71,2,"(1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 2, 1, 0, 2, 1, 0, 1, 2, 0, 2, 0, 0, 2, 1, 0, 2, 2, 2, 1)"
72,2,"(1, 1, 1, 1, 2, 1, 2, 2, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 2, 1, 2, 2, 1, 1, 0, 0, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 1)"
73,,"(1, 1, 1, 0, 2, 2, 1, 1, 2, 2, 0, 1, 1, 0, 0, 1, 1, 2, 0, 1, 2, 1, 2, 0, 1, 0, 0, 1, 1, 1, 2, 2, 0, 0, 2, 0, 0, 2, 0, 1)"
74,,"(1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 2, 2, 2, 1, 0, 2, 0, 1, 1, 2, 0, 0, 2, 0, 2, 0, 2, 1)"
75,2,"(1, 2, 1, 1, 0, 1, 1, 0, 1, 1, 2, 1, 1, 1, 2, 0, 2, 2, 0, 0, 2, 2, 0, 0, 2, 0, 1, 1, 2, 2, 0, 2, 2, 2, 0, 0, 0, 1, 2, 1, 1, 0, 2, 2, 0, 2, 0, 2, 0, 1)"
76,4,"(1, 1, 1, 1, 2, 2, 1, 2, 1, 0, 1, 2, 0, 1, 1, 2, 0, 1, 2, 0, 0, 2, 2, 1, 2, 0, 1, 0, 1, 1, 2, 0, 2, 0, 2, 0, 0, 0, 0, 1, 0, 2, 0, 0, 1)"
77,4,"(1, 1, 1, 1, 1, 2, 2, 0, 0, 2, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 2, 0, 1, 2, 2, 2, 1)"
78,2,"(0, 1, 0, 1, 1, 1, 0, 1, 2, 1, 0, 1, 1, 1, 0, 1, 2, 2, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 2, 0, 0, 1)"
79,1,"(0, 1, 2, 1, 2, 0, 2, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 2, 2, 0, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 1, 0, 2, 2, 2, 0, 2, 2, 1, 2, 1, 2, 2, 2, 0, 0, 2, 0, 1)"
80,,"(1, 1, 1, 1, 2, 0, 0, 2, 2, 2, 2, 0, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 2, 0, 2, 0, 2, 1, 1)"
81,1,"(0, 0, 1, 2, 1, 0, 1, 1, 1, 2, 2, 0, 2, 2, 2, 2, 2, 2, 0, 1, 2, 2, 2, 1, 2, 0, 2, 0, 1, 1, 0, 1, 1, 0, 0, 2, 2, 1, 0, 1, 2, 1, 1, 1)"
82,3,"(1, 2, 2, 1, 1, 1, 2, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 2, 2, 0, 2, 2, 2, 0, 2, 0, 0, 1)"
83,2,"(1, 0, 1, 1, 2, 2, 1, 0, 0, 0, 1, 1, 0, 1, 0, 2, 1, 0, 0, 0, 0, 2, 1, 1, 1, 0, 2, 2, 1, 2, 0, 2, 1, 2, 1, 1, 0, 2, 0, 1)"
84,2,"(0, 1, 2, 1, 1, 1, 2, 0, 0, 2, 0, 2, 2, 2, 2, 0, 2, 2, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 2, 2, 1, 0, 2, 2, 2, 0, 2, 2, 1, 1)"
85,3,"(1, 1, 1, 2, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 2, 0, 0, 2, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 0, 1, 2, 2, 0, 2, 2, 1)"
86,,"(1, 1, 0, 1, 1, 1, 2, 1, 2, 2, 0, 0, 2, 0, 1, 1, 2, 2, 1, 2, 1, 1, 0, 2, 1, 1, 0, 1, 0, 0, 2, 2, 2, 1, 0, 0, 2, 2, 1)"
87,3,"(0, 1, 1, 1, 1, 2, 1, 0, 1, 0, 1, 1, 0, 1, 2, 2, 2, 2, 1, 2, 0, 0, 2, 0, 1, 1, 0, 0, 1, 1, 1, 0, 2, 2, 1)"
88,2,"(1, 1, 2, 0, 0, 1, 2, 1, 2, 0, 0, 1, 2, 2, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 2, 0, 0, 2, 1, 1, 2, 2, 2, 0, 2, 0, 2, 2, 1)"
89,1,"(1, 2, 2, 2, 1, 1, 0, 0, 2, 2, 0, 1, 1, 1, 0, 2, 0, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 1, 0, 0, 0, 1, 1, 2, 1, 0, 2, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1)"
90,,"(1, 0, 1, 2, 0, 1, 1, 2, 2, 2, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 2, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 2, 1, 2, 2, 2, 0, 0, 0, 1)"
91,4,"(1, 1, 0, 1, 2, 1, 0, 1, 0, 1, 1, 1, 0, 2, 1, 1, 2, 1, 2, 1, 0, 1, 2, 2, 0, 2, 0, 0, 2, 0, 2, 2, 0, 2, 1, 2, 0, 0, 1, 2, 0, 0, 0, 2, 2, 1)"
92,2,"(1, 1, 1, 1, 0, 2, 1, 1, 2, 2, 1, 2, 1, 2, 1, 0, 0, 1, 0, 2, 2, 1, 2, 1, 2, 0, 1, 1, 2, 1, 2, 0, 2, 2, 1)"
93,1,"(1, 0, 1, 0, 2, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 2, 2, 0, 0, 1, 2, 1, 1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 2, 1, 0, 2, 1, 0, 1, 1, 0, 1, 2, 2, 2, 2, 2, 2, 0, 2, 0, 1)"
94,4,"(1, 1, 1, 0, 1, 2, 2, 0, 1, 1, 2, 2, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 2, 2, 2, 0, 1, 0, 0, 2, 1, 1, 2, 1, 0, 0, 1, 1)"
95,0,"(1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 0, 2, 2, 2, 0, 2, 2, 2, 1, 0, 2, 0, 1, 2, 0, 0, 1, 0, 2, 2, 2, 0, 0, 2, 1, 0, 1, 0, 1, 2, 1, 0, 1)"
96,4,"(1, 1, 2, 2, 2, 0, 2, 0, 0, 1, 2, 2, 0, 0, 1, 1, 0, 1, 0, 1, 0, 2, 1, 1, 2, 0, 2, 0, 1, 1, 0, 1, 0, 0, 1, 2, 0, 2, 0, 1, 2, 2, 1, 1)"
97,3,"(1, 1, 2, 2, 1, 1, 1, 0, 0, 1, 1, 2, 1, 1, 2, 1, 0, 1, 1, 2, 0, 2, 2, 1, 0, 2, 0, 1, 0, 0, 2, 2, 1, 2, 2, 2, 2, 0, 2, 1)"
98,2,"(1, 1, 1, 0, 2, 2, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 2, 1, 0, 1, 2, 0, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 0, 2, 1, 0, 0, 0, 2, 1)"
99,1,"(1, 1, 1, 0, 0, 2, 1, 1, 0, 2, 1, 1, 1, 2, 2, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 2, 0, 2, 0, 0, 2, 2, 0, 2, 2, 2, 2, 2, 0, 0, 2, 2, 1)"
100,2,"(1, 2, 0, 1, 1, 1, 2, 2, 1, 2, 0, 1, 2, 2, 2, 2, 2, 1, 0, 1, 0, 2, 1, 1, 0, 0, 0, 2, 1, 0, 2, 2, 0, 1, 0, 1, 1, 2, 0, 2, 2, 0, 2, 1, 1)"
101,4,"(1, 1, 1, 0, 0, 0, 0, 1, 2, 1, 2, 2, 1, 2, 1, 0, 0, 2, 2, 1, 1, 1, 2, 0, 2, 2, 0, 1, 2, 2, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 2, 2, 2, 2, 2, 1)"
102,1,"(1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 1, 1, 0, 1, 1, 1, 0, 1, 2, 1, 1, 1, 0, 2, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1)"
103,0,"(1, 1, 1, 1, 2, 2, 2, 0, 0, 1, 2, 0, 0, 0, 2, 0, 1, 0, 1, 1, 0, 2, 1, 2, 0, 2, 1, 0, 1, 2, 1, 2, 2, 2, 0, 2, 0, 1, 1, 2, 2, 2, 0, 0, 1, 2, 0, 2, 2, 0, 1)"
